tweet_id,username,source_file,tweet_url,full_text,has_media,suggested_tags,your_tags,notes
1923209361666552225,kindgracekind,top_rt,https://x.com/kindgracekind/status/1923209361666552225,"This is a red herring. The “South Africa” text was most likely added via the post analysis tool, which isn’t part of the prompt.

Sneaky. Very sneaky.",no,skepticism;humor;epistemology,AI; AI governance,"Use “AI” for any tweet that is related to AI. In some cases, including this one, include additional, more specific tags (specifying the subfield of AI)"
1897340698665607650,patio11,top_rt,https://x.com/patio11/status/1897340698665607650,"Last year, Vox Media (New York Magazine / The Cut) published a piece about a scam. You might remember it including $50,000 in a shoebox.

I was skeptical, about one paragraph in particular, and ended up doing a year-long investigative journalism project for Bits about Money.",no,epistemology;skepticism;journalism,Financial systems; journalism-meta,
2032889376036823070,realpilleater,top_rt,https://x.com/realpilleater/status/2032889376036823070,https://t.co/lxEdCkdMJB,yes,aesthetics;visual-culture;creativity,AI,
2002490401111093269,voooooogel,top_rt,https://x.com/voooooogel/status/2002490401111093269,https://t.co/XTFFFpmFe3,yes,aesthetics;visual-culture;creativity,AI; AI safety; humour,
528711967477727232,davidad,top_rt,https://x.com/davidad/status/528711967477727232,HOW TO CRITICIZE IDEAS(inspired by @DanielleFong) http://t.co/kbiaRPNGWt,yes,epistemology;intellectual-culture;practical-philosophy,Humour; epistemics,
1728901554139455808,TylerAlterman,top_rt,https://x.com/TylerAlterman/status/1728901554139455808,I still think about this tweet https://t.co/czBquLUtG6,yes,twitter-meta;intellectual-culture;humor,twitter-meta; humour,
1185299145504018432,gnostrils,top_rt,https://x.com/gnostrils/status/1185299145504018432,"Airbnb Math:

$40/night x 2 nights = $164",no,humour;technology;practical-philosophy,humour; consumer-economics,
1782848257397518611,goblinodds,top_rt,https://x.com/goblinodds/status/1782848257397518611,"i was so mad when i found this out lol i was bustin my ass to get 3hrs of real work done every day as a chronically ill freelancer making like $30k a year and thinking i just had a bad work ethic and could never cut it in a ""real job"" https://t.co/van6iEogyo",no,mental-health;self-improvement;identity,productivity; culture,
1703368283762684099,michelleakin,top_rt,https://x.com/michelleakin/status/1703368283762684099,pretending not to have needs is a form of emotional unavailability,no,relationships;emotional-health;psychology,Relationships; Psychology,
1811513430999712195,vividvoid,top_rt,https://x.com/vividvoid/status/1811513430999712195,https://t.co/dzO8pgFcRD,yes,aesthetics;visual-culture;creativity,psychology,
714821515007504384,petersuber,top_rt,https://x.com/petersuber/status/714821515007504384,I'm happy to announce that my new book is out: Knowledge Unbound: Selected Writings on Open… https://t.co/GoS5zKlnRh https://t.co/30oGFPd8D9,yes,intellectual-culture;knowledge;creativity,announcements; open access,
348642630088933377,DanielleFong,top_rt,https://x.com/DanielleFong/status/348642630088933377,"Renaissance era florence. A single highway interchange, Atlanta, Georgia. Same scale. http://t.co/LobiEaT2Pj",yes,culture;aesthetics;critique,Urbanism; Infrastructure; Aesthetics,
1394772091660951555,visakanv,top_rt,https://x.com/visakanv/status/1394772091660951555,the stuff you joke about (even ironically or whatever) has a way of shaping your reality so be careful and deliberate with that stuff. a lot of people out here fumbling their own bags by joking about outcomes they don’t want. you might as well joke about the outcomes you do want,no,practical-philosophy;mindfulness;self-improvement,Practical philosophy; psychology,
1749308521227940238,visakanv,top_rt,https://x.com/visakanv/status/1749308521227940238,"the sentence ""i didn't say she stole my money"" can have 7 different meanings depending on which word you emphasize

now consider how people read each other's plaintext tweets all the time without knowing where the emphasis is",no,epistemology;communication;language,communication; language; twitter-meta,
1666449823468224518,mykola,top_rt,https://x.com/mykola/status/1666449823468224518,"This tweet in particular from the ADHD thread is resonating with people.

This shit is real. You do the work, go to therapy, confront your shadow, learn how to love it, learn that you love yourself, realize you don't need the fear.

And now you are missing every deadline. WTF? https://t.co/2F0ntifCDX",no,mental-health;psychology;self-improvement,psychology; ADHD; healing,
1686831036188196865,DanielleFong,top_rt,https://x.com/DanielleFong/status/1686831036188196865,"in my humble opinion this is v strong evidence that there is something; it’s not like people come up with high temperature super conductors randomly, hard to fake. finding a superconducting effect at any temp in an insulator is a strong sign, but, making it high quality enough to be room temperature is another great leap.

iirc, the original authors made 8000 samples (correct me if i’m wrong @altryne) and achieved success <10% of the time. lots of room to improve quality and yield",no,intellectual-culture;technology;epistemology,physics,
2047152524600164826,eigenrobot,top_rt,https://x.com/eigenrobot/status/2047152524600164826,"it's interesting how visceral this for me is in 2026

not sure if its kids or if i have come to abhor how my contributions to the fisc are dispensed concretely, rather than abstractly as in my youth

not just ""paying for crap,"" vibe is more ""funding people who want me dead""",no,politics;alienation;identity,Politics; Taxation; Culture-war,
2039041333042753601,DanielleFong,top_rt,https://x.com/DanielleFong/status/2039041333042753601,CYBERSECURITY APOCALYPSE TIME,no,technology;crisis;humor,Cybersecurity; Tech-news,
1770549726494286006,visakanv,top_rt,https://x.com/visakanv/status/1770549726494286006,if you scratch the surface of self-hate you’ll often find self-fear and there is a deep sadness and despair in that,no,psychology;mental-health;emotion,psychology; healing,
1443916814426071042,visakanv,top_rt,https://x.com/visakanv/status/1443916814426071042,"TIL about Justo Gallego Martínez, 96 years old, who has spent almost 60 years building a cathedral by himself on the outskirts of Madrid. He has no formal plans, works 10 hours a day, 6 days a week. And he has such a lovely spirit. I would dearly like to visit this cathedral https://t.co/XH7CnM1sGG",no,meaning;ambition;inspiration,Inspiration; Architecture; Craft; meaning; ambition; TIL,Only use TIL if it’s explicitly a TIL post
1447392898241155074,PrinceVogel,top_rt,https://x.com/PrinceVogel/status/1447392898241155074,"TIL about the ""star gauge"" poem, a legendary non-linear love poem (or perhaps more appropriately, poem-matrix) which Su Hui used to win her husband back. https://t.co/91kxf32yIC",yes,creativity;art;love,Poetry; love; TIL,
1825263015249534999,the_wilderless,top_rt,https://x.com/the_wilderless/status/1825263015249534999,"""small talk is an audition for authentic connection"" was a really helpful reframe",no,relationships;communication;practical-philosophy,Communication; connection; Relationships; Practical philosophy,
1795270847810412931,adic_9,top_rt,https://x.com/adic_9/status/1795270847810412931,neuroplasticity decline is just adults who stop asking chains of “why”,no,self-improvement;psychology;practical-philosophy,Psychology; Learning,
